# Determined from WSA steel production, consumption, imports, and exports data; only includes trade between countries in different GCAM regions
GCAM_region,year,metric,value
China,1972,domestic_supply,23.07
Colombia,1972,domestic_supply,0.373
Central America and Caribbean,1972,domestic_supply,0.185
Africa_Eastern,1972,domestic_supply,0
European Free Trade Association,1972,domestic_supply,0.771
India,1972,domestic_supply,6.657
Indonesia,1972,domestic_supply,0.03
Japan,1972,domestic_supply,75.98100000000001
Southeast Asia,1972,domestic_supply,3.161
Mexico,1972,domestic_supply,4.019
Pakistan,1972,domestic_supply,0
Russia,1972,domestic_supply,66.699804257
South Africa,1972,domestic_supply,4.818
South Korea,1972,domestic_supply,0.15799999999999997
Taiwan,1972,domestic_supply,0.54
USA,1972,domestic_supply,117.125
South America_Northern,1972,domestic_supply,0.9699999999999999
Europe_Non_EU,1973,domestic_supply,2.6572911336000002
Africa_Northern,1973,domestic_supply,0.8600000000000001
Africa_Southern,1973,domestic_supply,0.5
Argentina,1973,domestic_supply,1.58
Central Asia,1973,domestic_supply,7.674745382126
Australia_NZ,1973,domestic_supply,6.53
EU-15,1973,domestic_supply,117.894
Middle East,1973,domestic_supply,0.385
South Asia,1973,domestic_supply,0
Europe_Eastern,1973,domestic_supply,46.339486994979005
Africa_Western,1973,domestic_supply,0
South America_Southern,1973,domestic_supply,0.917
Brazil,1973,domestic_supply,6.719
EU-12,1973,domestic_supply,33.917037010761
Canada,1973,domestic_supply,11.850999999999999
China,1973,domestic_supply,25.988
Colombia,1973,domestic_supply,0.362
Central America and Caribbean,1973,domestic_supply,0.22
Africa_Eastern,1973,domestic_supply,0
European Free Trade Association,1973,domestic_supply,0.7809999999999999
India,1973,domestic_supply,6.748
Indonesia,1973,domestic_supply,0.05
Japan,1973,domestic_supply,94.51400000000001
Southeast Asia,1973,domestic_supply,3.594
Mexico,1973,domestic_supply,4.619
Pakistan,1973,domestic_supply,0
Russia,1973,domestic_supply,70.236291291
South Africa,1973,domestic_supply,5.090000000000001
South Korea,1973,domestic_supply,0.349
Taiwan,1973,domestic_supply,0.28
USA,1973,domestic_supply,131.415
South America_Northern,1973,domestic_supply,0.835
Europe_Non_EU,1974,domestic_supply,3.0573136401
Africa_Northern,1974,domestic_supply,0.8049999999999999
Africa_Southern,1974,domestic_supply,0.5
Argentina,1974,domestic_supply,1.9900000000000002
Central Asia,1974,domestic_supply,7.971784355696
Australia_NZ,1974,domestic_supply,6.691
EU-15,1974,domestic_supply,117.87464565017714
Middle East,1974,domestic_supply,0.727
South Asia,1974,domestic_supply,0
Europe_Eastern,1974,domestic_supply,48.126181957046995
Africa_Western,1974,domestic_supply,0
South America_Southern,1974,domestic_supply,1.1280000000000001
Brazil,1974,domestic_supply,7.287
EU-12,1974,domestic_supply,35.90578280614601
Canada,1974,domestic_supply,10.852
China,1974,domestic_supply,26.026
Colombia,1974,domestic_supply,0.311
Central America and Caribbean,1974,domestic_supply,0.24
Africa_Eastern,1974,domestic_supply,0
European Free Trade Association,1974,domestic_supply,0.6819999999999999
India,1974,domestic_supply,6.882
Indonesia,1974,domestic_supply,0.08
Japan,1974,domestic_supply,84.91
Southeast Asia,1974,domestic_supply,3.834
Mexico,1974,domestic_supply,5.011
Pakistan,1974,domestic_supply,0
Russia,1974,domestic_supply,73.01725415499999
South Africa,1974,domestic_supply,5.227
South Korea,1974,domestic_supply,0.762
Taiwan,1974,domestic_supply,0.704
USA,1974,domestic_supply,129.22138141053932
South America_Northern,1974,domestic_supply,0.9829999999999999
Europe_Non_EU,1975,domestic_supply,3.4903533156348066
Africa_Northern,1975,domestic_supply,0.851
Africa_Southern,1975,domestic_supply,0.5
Argentina,1975,domestic_supply,2.1670000000000003
Central Asia,1975,domestic_supply,8.234201440458001
Australia_NZ,1975,domestic_supply,5.872
EU-15,1975,domestic_supply,101.63873678169716
Middle East,1975,domestic_supply,0.7010000000000001
South Asia,1975,domestic_supply,0
Europe_Eastern,1975,domestic_supply,49.72221258500801
Africa_Western,1975,domestic_supply,0
South America_Southern,1975,domestic_supply,0.866
Brazil,1975,domestic_supply,8.231800729927008
EU-12,1975,domestic_supply,37.637072157893996
Canada,1975,domestic_supply,11.726
China,1975,domestic_supply,26.093
Colombia,1975,domestic_supply,0.39
Central America and Caribbean,1975,domestic_supply,0.3
Africa_Eastern,1975,domestic_supply,0
European Free Trade Association,1975,domestic_supply,0.482
India,1975,domestic_supply,7.252
Indonesia,1975,domestic_supply,0.1
Japan,1975,domestic_supply,73.387
Southeast Asia,1975,domestic_supply,3.6270000000000002
Mexico,1975,domestic_supply,5.205
Pakistan,1975,domestic_supply,0
Russia,1975,domestic_supply,75.31228277100001
South Africa,1975,domestic_supply,6.510795021961933
South Korea,1975,domestic_supply,1.063
Taiwan,1975,domestic_supply,0.761
USA,1975,domestic_supply,103.299
South America_Northern,1975,domestic_supply,1.0610305576776164
Europe_Non_EU,1976,domestic_supply,3.5275936882
Africa_Northern,1976,domestic_supply,0.958
Africa_Southern,1976,domestic_supply,0.5
Argentina,1976,domestic_supply,2.073
Central Asia,1976,domestic_supply,8.464141757504
Australia_NZ,1976,domestic_supply,5.609999999999999
EU-15,1976,domestic_supply,104.86
Middle East,1976,domestic_supply,0.684
South Asia,1976,domestic_supply,0
Europe_Eastern,1976,domestic_supply,51.10212510135699
Africa_Western,1976,domestic_supply,0
South America_Southern,1976,domestic_supply,0.798
Brazil,1976,domestic_supply,8.991
EU-12,1976,domestic_supply,38.790667315011
Canada,1976,domestic_supply,11.473999999999998
China,1976,domestic_supply,21.107
Colombia,1976,domestic_supply,0.37
Central America and Caribbean,1976,domestic_supply,0.296
Africa_Eastern,1976,domestic_supply,0
European Free Trade Association,1976,domestic_supply,0.6200000000000001
India,1976,domestic_supply,7.855
Indonesia,1976,domestic_supply,0.139
Japan,1976,domestic_supply,71.39
Southeast Asia,1976,domestic_supply,3.765
Mexico,1976,domestic_supply,5.1530000000000005
Pakistan,1976,domestic_supply,0
Russia,1976,domestic_supply,77.49432961500001
South Africa,1976,domestic_supply,6.008
South Korea,1976,domestic_supply,2.161
Taiwan,1976,domestic_supply,1.345
USA,1976,domestic_supply,114.214
South America_Northern,1976,domestic_supply,0.935
Europe_Non_EU,1977,domestic_supply,3.9193106590499993
Africa_Northern,1977,domestic_supply,1.167
Africa_Southern,1977,domestic_supply,0.5
Argentina,1977,domestic_supply,2.419
Central Asia,1977,domestic_supply,8.551093481279
Australia_NZ,1977,domestic_supply,4.839577639751553
EU-15,1977,domestic_supply,92.787
Middle East,1977,domestic_supply,1.948
South Asia,1977,domestic_supply,0
Europe_Eastern,1977,domestic_supply,51.633761900386
Africa_Western,1977,domestic_supply,0
South America_Southern,1977,domestic_supply,0.8980000000000001
Brazil,1977,domestic_supply,10.889
EU-12,1977,domestic_supply,42.409491853557995
Canada,1977,domestic_supply,10.489
China,1977,domestic_supply,23.82
Colombia,1977,domestic_supply,0.33
Central America and Caribbean,1977,domestic_supply,0.302
Africa_Eastern,1977,domestic_supply,0
European Free Trade Association,1977,domestic_supply,0.6619999999999999
India,1977,domestic_supply,8.697000000000001
Indonesia,1977,domestic_supply,0.25
Japan,1977,domestic_supply,69.005
Southeast Asia,1977,domestic_supply,4.6005789473684215
Mexico,1977,domestic_supply,5.361
Pakistan,1977,domestic_supply,0
Russia,1977,domestic_supply,78.229089983
South Africa,1977,domestic_supply,5.186999999999999
South Korea,1977,domestic_supply,3.1010000000000004
Taiwan,1977,domestic_supply,1.456
USA,1977,domestic_supply,111.4
South America_Northern,1977,domestic_supply,0.762
Europe_Non_EU,1978,domestic_supply,4.333565212
Africa_Northern,1978,domestic_supply,1.3299999999999998
Africa_Southern,1978,domestic_supply,0.7
Argentina,1978,domestic_supply,2.166
Central Asia,1978,domestic_supply,8.938693389193
Australia_NZ,1978,domestic_supply,5.205
EU-15,1978,domestic_supply,96.77547644862399
Middle East,1978,domestic_supply,1.576
South Asia,1978,domestic_supply,0
Europe_Eastern,1978,domestic_supply,53.93985659910399
Africa_Western,1978,domestic_supply,0
South America_Southern,1978,domestic_supply,0.9319999999999999
Brazil,1978,domestic_supply,11.269
EU-12,1978,domestic_supply,43.645961974795
Canada,1978,domestic_supply,12.136
China,1978,domestic_supply,31.844
Colombia,1978,domestic_supply,0.39
Central America and Caribbean,1978,domestic_supply,0.3
Africa_Eastern,1978,domestic_supply,0
European Free Trade Association,1978,domestic_supply,0.518
India,1978,domestic_supply,9.599
Indonesia,1978,domestic_supply,0.31
Japan,1978,domestic_supply,71.249
Southeast Asia,1978,domestic_supply,5.613232469304229
Mexico,1978,domestic_supply,6.327
Pakistan,1978,domestic_supply,0
Russia,1978,domestic_supply,82.090900372
South Africa,1978,domestic_supply,5.676
South Korea,1978,domestic_supply,3.338
Taiwan,1978,domestic_supply,2.538
USA,1978,domestic_supply,121.663
South America_Northern,1978,domestic_supply,0.788
Europe_Non_EU,1979,domestic_supply,4.629
Africa_Northern,1979,domestic_supply,1.5510000000000002
Africa_Southern,1979,domestic_supply,0.27299999999999996
Argentina,1979,domestic_supply,2.7089999999999996
Central Asia,1979,domestic_supply,8.731
Australia_NZ,1979,domestic_supply,6.592999999999999
EU-15,1979,domestic_supply,97.94899999999998
Middle East,1979,domestic_supply,1.6729999999999998
South Asia,1979,domestic_supply,0.125
Europe_Eastern,1979,domestic_supply,52.708999999999996
Africa_Western,1979,domestic_supply,0.015
South America_Southern,1979,domestic_supply,1.0030000000000001
Brazil,1979,domestic_supply,12.413
EU-12,1979,domestic_supply,44.592
Canada,1979,domestic_supply,13.373999999999999
China,1979,domestic_supply,34.17
Colombia,1979,domestic_supply,0.349
Central America and Caribbean,1979,domestic_supply,0.36200000000000004
Africa_Eastern,1979,domestic_supply,0
European Free Trade Association,1979,domestic_supply,0.4990000000000001
India,1979,domestic_supply,10.065
Indonesia,1979,domestic_supply,0.06699999999999999
Japan,1979,domestic_supply,81.089
Southeast Asia,1979,domestic_supply,6.1690000000000005
Mexico,1979,domestic_supply,6.865
Pakistan,1979,domestic_supply,0
Russia,1979,domestic_supply,79.988
South Africa,1979,domestic_supply,6.661999999999999
South Korea,1979,domestic_supply,4.493
Taiwan,1979,domestic_supply,1.672
USA,1979,domestic_supply,121.09400000000001
South America_Northern,1979,domestic_supply,1.2950000000000002
Europe_Non_EU,1980,domestic_supply,4.896
Africa_Northern,1980,domestic_supply,1.534
Africa_Southern,1980,domestic_supply,0.271
Argentina,1980,domestic_supply,2.401
Central Asia,1980,domestic_supply,8.671999999999999
Australia_NZ,1980,domestic_supply,6.139000000000001
EU-15,1980,domestic_supply,88.42200000000001
Middle East,1980,domestic_supply,0.7200000000000001
South Asia,1980,domestic_supply,0.131
Europe_Eastern,1980,domestic_supply,52.352
Africa_Western,1980,domestic_supply,0.02
South America_Southern,1980,domestic_supply,1.171
Brazil,1980,domestic_supply,13.831
EU-12,1980,domestic_supply,45.361
Canada,1980,domestic_supply,12.367
China,1980,domestic_supply,36.731
Colombia,1980,domestic_supply,0.411
Central America and Caribbean,1980,domestic_supply,0.35000000000000003
Africa_Eastern,1980,domestic_supply,0
European Free Trade Association,1980,domestic_supply,0.5739999999999998
India,1980,domestic_supply,9.465
Indonesia,1980,domestic_supply,0.519
Japan,1980,domestic_supply,81.702
Southeast Asia,1980,domestic_supply,6.427
Mexico,1980,domestic_supply,7.0889999999999995
Pakistan,1980,domestic_supply,0
Russia,1980,domestic_supply,79.473
South Africa,1980,domestic_supply,7.3740000000000006
South Korea,1980,domestic_supply,3.860023027718549
Taiwan,1980,domestic_supply,2.6479999999999997
USA,1980,domestic_supply,97.693
South America_Northern,1980,domestic_supply,1.734
Europe_Non_EU,1981,domestic_supply,4.905
Africa_Northern,1981,domestic_supply,1.7449999999999999
Africa_Southern,1981,domestic_supply,0.37199999999999994
Argentina,1981,domestic_supply,1.936
Central Asia,1981,domestic_supply,8.713000000000001
Australia_NZ,1981,domestic_supply,6.2620000000000005
EU-15,1981,domestic_supply,82.80899999999998
Middle East,1981,domestic_supply,0.6379999999999998
South Asia,1981,domestic_supply,0.134
Europe_Eastern,1981,domestic_supply,52.596
Africa_Western,1981,domestic_supply,0.022
South America_Southern,1981,domestic_supply,1.0450000000000002
Brazil,1981,domestic_supply,11.376000000000001
EU-12,1981,domestic_supply,41.988
Canada,1981,domestic_supply,11.236
China,1981,domestic_supply,34.992
Colombia,1981,domestic_supply,0.398
Central America and Caribbean,1981,domestic_supply,0.397
Africa_Eastern,1981,domestic_supply,0
European Free Trade Association,1981,domestic_supply,0.5529999999999999
India,1981,domestic_supply,10.765
Indonesia,1981,domestic_supply,0.605
Japan,1981,domestic_supply,73.22
Southeast Asia,1981,domestic_supply,6.102
Mexico,1981,domestic_supply,7.621
Pakistan,1981,domestic_supply,0.01
Russia,1981,domestic_supply,79.866
South Africa,1981,domestic_supply,7.375000000000001
South Korea,1981,domestic_supply,6.09
Taiwan,1981,domestic_supply,1.964
USA,1981,domestic_supply,106.932
South America_Northern,1981,domestic_supply,1.642
Europe_Non_EU,1982,domestic_supply,5.434
Africa_Northern,1982,domestic_supply,2.049
Africa_Southern,1982,domestic_supply,0.15700000000000003
Argentina,1982,domestic_supply,2.1609999999999996
Central Asia,1982,domestic_supply,8.604
Australia_NZ,1982,domestic_supply,5.223000000000001
EU-15,1982,domestic_supply,76.59100000000001
Middle East,1982,domestic_supply,0.6230000000000001
South Asia,1982,domestic_supply,0.078
Europe_Eastern,1982,domestic_supply,51.946
Africa_Western,1982,domestic_supply,0.09
South America_Southern,1982,domestic_supply,0.6369237288135594
Brazil,1982,domestic_supply,10.608999999999998
EU-12,1982,domestic_supply,41.459
Canada,1982,domestic_supply,8.678
China,1982,domestic_supply,36.053999999999995
Colombia,1982,domestic_supply,0.422
Central America and Caribbean,1982,domestic_supply,0.21799999999999997
Africa_Eastern,1982,domestic_supply,0
European Free Trade Association,1982,domestic_supply,0.44199999999999995
India,1982,domestic_supply,10.986
Indonesia,1982,domestic_supply,0.691
Japan,1982,domestic_supply,70.90700000000001
Southeast Asia,1982,domestic_supply,6.5569999999999995
Mexico,1982,domestic_supply,6.763
Pakistan,1982,domestic_supply,0.02
Russia,1982,domestic_supply,78.782
South Africa,1982,domestic_supply,6.294999999999999
South Korea,1982,domestic_supply,6.308371816234231
Taiwan,1982,domestic_supply,2.302
USA,1982,domestic_supply,65.96000000000001
South America_Northern,1982,domestic_supply,1.933
Europe_Non_EU,1983,domestic_supply,5.174349503858875
Africa_Northern,1983,domestic_supply,2.092
Africa_Southern,1983,domestic_supply,0.264
Argentina,1983,domestic_supply,2.269
Central Asia,1983,domestic_supply,9.05
Australia_NZ,1983,domestic_supply,4.496
EU-15,1983,domestic_supply,70.74700000000001
Middle East,1983,domestic_supply,1.186
South Asia,1983,domestic_supply,0.058
Europe_Eastern,1983,domestic_supply,54.601000000000006
Africa_Western,1983,domestic_supply,0.182
South America_Southern,1983,domestic_supply,0.825
Brazil,1983,domestic_supply,9.538
EU-12,1983,domestic_supply,41.418
Canada,1983,domestic_supply,9.856000000000002
China,1983,domestic_supply,39.342
Colombia,1983,domestic_supply,0.482
Central America and Caribbean,1983,domestic_supply,0.28300000000000003
Africa_Eastern,1983,domestic_supply,0
European Free Trade Association,1983,domestic_supply,0.11399999999999988
India,1983,domestic_supply,10.212
Indonesia,1983,domestic_supply,0.983
Japan,1983,domestic_supply,66.304
Southeast Asia,1983,domestic_supply,6.813
Mexico,1983,domestic_supply,5.974
Pakistan,1983,domestic_supply,0.12
Russia,1983,domestic_supply,83.26100000000001
South Africa,1983,domestic_supply,5.441
South Korea,1983,domestic_supply,6.5986895565092984
Taiwan,1983,domestic_supply,2.9400000000000004
USA,1983,domestic_supply,75.665
South America_Northern,1983,domestic_supply,1.5150000000000001
Europe_Non_EU,1984,domestic_supply,5.245000000000001
Africa_Northern,1984,domestic_supply,2.174
Africa_Southern,1984,domestic_supply,0.10499999999999998
Argentina,1984,domestic_supply,2.1049999999999995
Central Asia,1984,domestic_supply,9.148
Australia_NZ,1984,domestic_supply,5.532
EU-15,1984,domestic_supply,74.858
Middle East,1984,domestic_supply,1.9119999999999997
South Asia,1984,domestic_supply,0.088
Europe_Eastern,1984,domestic_supply,55.189
Africa_Western,1984,domestic_supply,0.229
South America_Southern,1984,domestic_supply,0.9870000000000001
Brazil,1984,domestic_supply,11.921999999999999
EU-12,1984,domestic_supply,42.274
Canada,1984,domestic_supply,11.24
China,1984,domestic_supply,42.762
Colombia,1984,domestic_supply,0.507
Central America and Caribbean,1984,domestic_supply,0.31
Africa_Eastern,1984,domestic_supply,0
European Free Trade Association,1984,domestic_supply,0.2370000000000001
India,1984,domestic_supply,10.395
Indonesia,1984,domestic_supply,1.121
Japan,1984,domestic_supply,73.657
Southeast Asia,1984,domestic_supply,7.282
Mexico,1984,domestic_supply,6.588
Pakistan,1984,domestic_supply,0.3
Russia,1984,domestic_supply,84.14099999999999
South Africa,1984,domestic_supply,6.024
South Korea,1984,domestic_supply,7.186000000000001
Taiwan,1984,domestic_supply,3.2899999999999996
USA,1984,domestic_supply,83.04
South America_Northern,1984,domestic_supply,1.9689999999999999
Europe_Non_EU,1985,domestic_supply,4.435
Africa_Northern,1985,domestic_supply,2.602
Africa_Southern,1985,domestic_supply,0.375
Argentina,1985,domestic_supply,1.8350000000000002
Central Asia,1985,domestic_supply,9.001999999999999
Australia_NZ,1985,domestic_supply,5.2860000000000005
EU-15,1985,domestic_supply,71.49000000000001
Middle East,1985,domestic_supply,2.165
South Asia,1985,domestic_supply,0.122
Europe_Eastern,1985,domestic_supply,54.357
Africa_Western,1985,domestic_supply,0.321
South America_Southern,1985,domestic_supply,0.9848265524625267
Brazil,1985,domestic_supply,13.347
EU-12,1985,domestic_supply,41.464
Canada,1985,domestic_supply,11.051
China,1985,domestic_supply,45.839999999999996
Colombia,1985,domestic_supply,0.53
Central America and Caribbean,1985,domestic_supply,0.404
Africa_Eastern,1985,domestic_supply,0
European Free Trade Association,1985,domestic_supply,0.264
India,1985,domestic_supply,11.921
Indonesia,1985,domestic_supply,1.2630000000000001
Japan,1985,domestic_supply,73.752
Southeast Asia,1985,domestic_supply,7.347
Mexico,1985,domestic_supply,6.828
Pakistan,1985,domestic_supply,0.75
Russia,1985,domestic_supply,82.303
South Africa,1985,domestic_supply,5.608
South Korea,1985,domestic_supply,7.888999999999999
Taiwan,1985,domestic_supply,3.4210000000000003
USA,1985,domestic_supply,79.201
South America_Northern,1985,domestic_supply,1.794
Europe_Non_EU,1986,domestic_supply,5.771000000000001
Africa_Northern,1986,domestic_supply,2.594
Africa_Southern,1986,domestic_supply,0.31000000000000005
Argentina,1986,domestic_supply,2.0599999999999996
Central Asia,1986,domestic_supply,9.332
Australia_NZ,1986,domestic_supply,5.6080000000000005
EU-15,1986,domestic_supply,61.544739775424475
Middle East,1986,domestic_supply,2.166
South Asia,1986,domestic_supply,0.116
Europe_Eastern,1986,domestic_supply,56.356
Africa_Western,1986,domestic_supply,0.2
South America_Southern,1986,domestic_supply,1.0764836956521737
Brazil,1986,domestic_supply,15.093
EU-12,1986,domestic_supply,42.872
Canada,1986,domestic_supply,10.262
China,1986,domestic_supply,51.410999999999994
Colombia,1986,domestic_supply,0.632
Central America and Caribbean,1986,domestic_supply,0.37500000000000006
Africa_Eastern,1986,domestic_supply,0
European Free Trade Association,1986,domestic_supply,0.43300000000000005
India,1986,domestic_supply,12.17
Indonesia,1986,domestic_supply,1.504
Japan,1986,domestic_supply,69.56800000000001
Southeast Asia,1986,domestic_supply,7.489
Mexico,1986,domestic_supply,6.093999999999999
Pakistan,1986,domestic_supply,0.9
Russia,1986,domestic_supply,85.285
South Africa,1986,domestic_supply,5.731
South Korea,1986,domestic_supply,8.695
Taiwan,1986,domestic_supply,4.102
USA,1986,domestic_supply,73.176
South America_Northern,1986,domestic_supply,2.489
Europe_Non_EU,1987,domestic_supply,6.364492706645061
Africa_Northern,1987,domestic_supply,3.021
Africa_Southern,1987,domestic_supply,0.27699999999999997
Argentina,1987,domestic_supply,2.546
Central Asia,1987,domestic_supply,9.426
Australia_NZ,1987,domestic_supply,5.254
EU-15,1987,domestic_supply,66.48600000000002
Middle East,1987,domestic_supply,2.448
South Asia,1987,domestic_supply,0.12
Europe_Eastern,1987,domestic_supply,56.928
Africa_Western,1987,domestic_supply,0.184
South America_Southern,1987,domestic_supply,1.1848260869565217
Brazil,1987,domestic_supply,15.682000000000002
EU-12,1987,domestic_supply,43.652
Canada,1987,domestic_supply,10.535
China,1987,domestic_supply,55.19
Colombia,1987,domestic_supply,0.691
Central America and Caribbean,1987,domestic_supply,0.36400000000000005
Africa_Eastern,1987,domestic_supply,0
European Free Trade Association,1987,domestic_supply,0.09699999999999998
India,1987,domestic_supply,13.071
Indonesia,1987,domestic_supply,1.4520000000000002
Japan,1987,domestic_supply,73.296
Southeast Asia,1987,domestic_supply,7.842000000000001
Mexico,1987,domestic_supply,6.239
Pakistan,1987,domestic_supply,1
Russia,1987,domestic_supply,86.199
South Africa,1987,domestic_supply,6.3549999999999995
South Korea,1987,domestic_supply,10.742
Taiwan,1987,domestic_supply,4.813
USA,1987,domestic_supply,79.839
South America_Northern,1987,domestic_supply,2.804
Europe_Non_EU,1988,domestic_supply,6.978
Africa_Northern,1988,domestic_supply,3.5869999999999997
Africa_Southern,1988,domestic_supply,0.252
Argentina,1988,domestic_supply,2.061
Central Asia,1988,domestic_supply,9.481
Australia_NZ,1988,domestic_supply,6.019
EU-15,1988,domestic_supply,75.21300000000001
Middle East,1988,domestic_supply,2.818
South Asia,1988,domestic_supply,0.12
Europe_Eastern,1988,domestic_supply,57.251
Africa_Western,1988,domestic_supply,0.234
South America_Southern,1988,domestic_supply,1.4536694386694389
Brazil,1988,domestic_supply,13.741
EU-12,1988,domestic_supply,42.59
Canada,1988,domestic_supply,11.567
China,1988,domestic_supply,58.32
Colombia,1988,domestic_supply,0.718
Central America and Caribbean,1988,domestic_supply,0.4120000000000001
Africa_Eastern,1988,domestic_supply,0
European Free Trade Association,1988,domestic_supply,0.3760000000000001
India,1988,domestic_supply,14.196
Indonesia,1988,domestic_supply,1.1500000000000001
Japan,1988,domestic_supply,82.377
Southeast Asia,1988,domestic_supply,7.824000000000001
Mexico,1988,domestic_supply,6.547
Pakistan,1988,domestic_supply,1.2
Russia,1988,domestic_supply,86.651
South Africa,1988,domestic_supply,6.1899999999999995
South Korea,1988,domestic_supply,12.754951010240799
Taiwan,1988,domestic_supply,6.639
USA,1988,domestic_supply,88.733
South America_Northern,1988,domestic_supply,2.806
Europe_Non_EU,1989,domestic_supply,7.21737
Africa_Northern,1989,domestic_supply,3.1569999999999996
Africa_Southern,1989,domestic_supply,0.301
Argentina,1989,domestic_supply,1.597784008883953
Central Asia,1989,domestic_supply,9.314010000000001
Australia_NZ,1989,domestic_supply,6.039000000000001
EU-15,1989,domestic_supply,76.739
Middle East,1989,domestic_supply,2.646
South Asia,1989,domestic_supply,0.11599999999999999
Europe_Eastern,1989,domestic_supply,56.248380000000004
Africa_Western,1989,domestic_supply,0.272
South America_Southern,1989,domestic_supply,1.231
Brazil,1989,domestic_supply,14.157680668257756
EU-12,1989,domestic_supply,40.90518
Canada,1989,domestic_supply,11.474
China,1989,domestic_supply,60.263000000000005
Colombia,1989,domestic_supply,0.711
Central America and Caribbean,1989,domestic_supply,0.4795445544554455
Africa_Eastern,1989,domestic_supply,0.049
European Free Trade Association,1989,domestic_supply,0.2250000000000001
India,1989,domestic_supply,14.233
Indonesia,1989,domestic_supply,1.823
Japan,1989,domestic_supply,88.165
Southeast Asia,1989,domestic_supply,8.742999999999999
Mexico,1989,domestic_supply,6.723000000000001
Pakistan,1989,domestic_supply,0.945
Russia,1989,domestic_supply,85.15272999999999
South Africa,1989,domestic_supply,7.494999999999999
South Korea,1989,domestic_supply,14.712023925906868
Taiwan,1989,domestic_supply,7.4510000000000005
USA,1989,domestic_supply,84.574
South America_Northern,1989,domestic_supply,2.0147933884297524
Europe_Non_EU,1990,domestic_supply,6.2774600000000005
Africa_Northern,1990,domestic_supply,3.501
Africa_Southern,1990,domestic_supply,0.25899999999999995
Argentina,1990,domestic_supply,1.6140000000000003
Central Asia,1990,domestic_supply,9.002680000000002
Australia_NZ,1990,domestic_supply,5.140000000000001
EU-15,1990,domestic_supply,70.873
Middle East,1990,domestic_supply,2.729
South Asia,1990,domestic_supply,0.12
Europe_Eastern,1990,domestic_supply,54.35630999999999
Africa_Western,1990,domestic_supply,0.27
South America_Southern,1990,domestic_supply,0.9940000000000001
Brazil,1990,domestic_supply,10.835961813842482
EU-12,1990,domestic_supply,33.019969999999994
Canada,1990,domestic_supply,8.484
China,1990,domestic_supply,63.30800000000001
Colombia,1990,domestic_supply,0.628
Central America and Caribbean,1990,domestic_supply,0.39599999999999996
Africa_Eastern,1990,domestic_supply,0.020123188405797104
European Free Trade Association,1990,domestic_supply,0.020000000000000018
India,1990,domestic_supply,14.636
Indonesia,1990,domestic_supply,2.5389999999999997
Japan,1990,domestic_supply,93.708
Southeast Asia,1990,domestic_supply,9.009
Mexico,1990,domestic_supply,7.317
Pakistan,1990,domestic_supply,0.78
Russia,1990,domestic_supply,82.34406
South Africa,1990,domestic_supply,5.670999999999999
South Korea,1990,domestic_supply,15.553
Taiwan,1990,domestic_supply,7.994
USA,1990,domestic_supply,85.696
South America_Northern,1990,domestic_supply,1.606
Europe_Non_EU,1991,domestic_supply,5.65727095444022
Africa_Northern,1991,domestic_supply,4.0200000000000005
Africa_Southern,1991,domestic_supply,0.27699999999999997
Argentina,1991,domestic_supply,1.655
Central Asia,1991,domestic_supply,7.845199999999999
Australia_NZ,1991,domestic_supply,4.627000000000001
EU-15,1991,domestic_supply,59.29724221494503
Middle East,1991,domestic_supply,3.5649999999999995
South Asia,1991,domestic_supply,0.088
Europe_Eastern,1991,domestic_supply,47.34047
Africa_Western,1991,domestic_supply,0.307
South America_Southern,1991,domestic_supply,1.1550000000000002
Brazil,1991,domestic_supply,11.075931053707489
EU-12,1991,domestic_supply,22.235239999999997
Canada,1991,domestic_supply,8.408000000000001
China,1991,domestic_supply,65.71664406779664
Colombia,1991,domestic_supply,0.5670000000000001
Central America and Caribbean,1991,domestic_supply,0.27399999999999997
Africa_Eastern,1991,domestic_supply,0.05
European Free Trade Association,1991,domestic_supply,1.599
India,1991,domestic_supply,16.437
Indonesia,1991,domestic_supply,2.383
Japan,1991,domestic_supply,91.733
Southeast Asia,1991,domestic_supply,6.628
Mexico,1991,domestic_supply,6.827
Pakistan,1991,domestic_supply,0.87
Russia,1991,domestic_supply,72.06397
South Africa,1991,domestic_supply,5.787000000000001
South Korea,1991,domestic_supply,17.939
Taiwan,1991,domestic_supply,9.363000000000001
USA,1991,domestic_supply,73.833
South America_Northern,1991,domestic_supply,1.8299999999999998
Europe_Non_EU,1992,domestic_supply,5.760000000000001
Africa_Northern,1992,domestic_supply,3.8120000000000003
Africa_Southern,1992,domestic_supply,0.30200000000000005
Argentina,1992,domestic_supply,1.8330000000000002
Central Asia,1992,domestic_supply,3.6299999999999994
Australia_NZ,1992,domestic_supply,4.607539023020775
EU-15,1992,domestic_supply,54.59548142404418
Middle East,1992,domestic_supply,4.195374678332476
South Asia,1992,domestic_supply,0.066
Europe_Eastern,1992,domestic_supply,35.126
Africa_Western,1992,domestic_supply,0.255
South America_Southern,1992,domestic_supply,1.289
Brazil,1992,domestic_supply,12.147
EU-12,1992,domestic_supply,17.308
Canada,1992,domestic_supply,9.093
China,1992,domestic_supply,75.73800000000001
Colombia,1992,domestic_supply,0.495
Central America and Caribbean,1992,domestic_supply,0.20643902439024397
Africa_Eastern,1992,domestic_supply,0.05
European Free Trade Association,1992,domestic_supply,1.684
India,1992,domestic_supply,17.354
Indonesia,1992,domestic_supply,2.279
